adult,belongs_to_collection,budget,genres,id,original_language,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,video,vote_average,vote_count,success,status_code,status_message
False,"{'id': 656, 'name': 'Saw Collection', 'poster_path': '/xmC2A7qPEfiOkQC58fZh8srWQ5v.jpg', 'backdrop_path': '/oLfS1lOmN2KIU2IQ200SDEPVEZe.jpg'}",1200000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}]",176.0,en,Saw,59.149,"[{'id': 2061, 'logo_path': '/o9LbN33hRaj4qcebUv1bikyXeoB.png', 'name': 'Twisted Pictures', 'origin_country': 'US'}, {'id': 23019, 'logo_path': None, 'name': 'Evolution Entertainment', 'origin_country': ''}, {'id': 55405, 'logo_path': None, 'name': 'Saw Productions Inc.', 'origin_country': ''}, {'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-10-01,103911669.0,103.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",False,7.4,6242.0,NULL,NULL,NULL
False,NULL,102000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",180.0,en,Minority Report,31.069,"[{'id': 76068, 'logo_path': None, 'name': 'Digital Image Associates', 'origin_country': ''}, {'id': 44, 'logo_path': None, 'name': 'Cruise/Wagner Productions', 'origin_country': ''}, {'id': 766, 'logo_path': None, 'name': 'Blue Tulip Productions', 'origin_country': ''}, {'id': 26265, 'logo_path': None, 'name': 'Ronald Shusett/Gary Goldman', 'origin_country': ''}, {'id': 56, 'logo_path': '/cEaxANEisCqeEoRvODv2dO1I0iI.png', 'name': 'Amblin Entertainment', 'origin_country': 'US'}, {'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}, {'id': 7, 'logo_path': '/vru2SssLX3FPhnKZGtYw00pVIS9.png', 'name': 'DreamWorks Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2002-06-20,358372926.0,145.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Swedish', 'iso_639_1': 'sv', 'name': 'svenska'}]",False,7.3,6044.0,NULL,NULL,NULL
False,NULL,6000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",183.0,en,The Wizard,8.245,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 275, 'logo_path': '/2MxNWlN5b3UXt1OfmznsWEQzFwq.png', 'name': 'Carolco Pictures', 'origin_country': 'US'}, {'id': 20986, 'logo_path': None, 'name': 'Finnegan/Pinchuk Productions', 'origin_country': ''}, {'id': 112267, 'logo_path': None, 'name': 'Pipeline Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1989-12-15,14278900.0,100.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",False,6.1,209.0,NULL,NULL,NULL
False,"{'id': 135179, 'name': 'Sin City Collection', 'poster_path': '/7QwUclJOsZrd8vGO4rX8PHEhJSX.jpg', 'backdrop_path': '/nrn5Uogru1UPhnGZdc0g5Kvkyni.jpg'}",65000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",189.0,en,Sin City: A Dame to Kill For,31.04,"[{'id': 41658, 'logo_path': None, 'name': 'Residaco', 'origin_country': ''}, {'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}, {'id': 10807, 'logo_path': '/j0BcMaJKIiDDYHq9lriTcM0Npka.png', 'name': 'Troublemaker Studios', 'origin_country': 'US'}, {'id': 11006, 'logo_path': None, 'name': 'Aldamisa Entertainment', 'origin_country': ''}, {'id': 13241, 'logo_path': None, 'name': 'Demarest Films', 'origin_country': ''}, {'id': 29076, 'logo_path': None, 'name': 'Solipsist Film', 'origin_country': ''}, {'id': 11005, 'logo_path': None, 'name': 'AR Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-08-20,39407616.0,102.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",False,6.3,2819.0,NULL,NULL,NULL
False,"{'id': 264, 'name': 'Back to the Future Collection', 'poster_path': '/78z0WMBzBWOnCsXWulihPJKCToL.jpg', 'backdrop_path': '/AqQotqj7XOI6GjB28nhMMa8YzOT.jpg'}",40000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",196.0,en,Back to the Future Part III,47.04,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 56, 'logo_path': '/cEaxANEisCqeEoRvODv2dO1I0iI.png', 'name': 'Amblin Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1990-05-25,244527583.0,119.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",False,7.4,7372.0,NULL,NULL,NULL
False,NULL,16400000.0,"[{'id': 18, 'name': 'Drama'}]",207.0,en,Dead Poets Society,24.17,"[{'id': 9195, 'logo_path': '/ou5BUbtulr6tIt699q6xJiEQTR9.png', 'name': 'Touchstone Pictures', 'origin_country': 'US'}, {'id': 10282, 'logo_path': None, 'name': 'Silver Screen Partners IV', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1989-06-02,235860116.0,128.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",False,8.3,7729.0,NULL,NULL,NULL
False,NULL,0.0,"[{'id': 18, 'name': 'Drama'}]",233.0,en,The Wanderers,7.377,"[{'id': 14150, 'logo_path': None, 'name': 'Orion Pictures Corporation', 'origin_country': ''}, {'id': 14772, 'logo_path': None, 'name': 'Warner Bros. Home Entertainment Group', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1979-07-13,23000000.0,117.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",False,7.3,113.0,NULL,NULL,NULL
False,NULL,8000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",235.0,en,Stand by Me,65.164,"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 56485, 'logo_path': '/t0M92JDUfcICcOB46NHxEOhK1FS.png', 'name': 'Act III Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1986-08-08,52287414.0,89.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",False,7.9,3880.0,NULL,NULL,NULL
False,NULL,2883848.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}]",239.0,en,Some Like It Hot,14.538,"[{'id': 219, 'logo_path': None, 'name': 'The Mirisch Company', 'origin_country': 'US'}, {'id': 11982, 'logo_path': None, 'name': 'Ashton Productions', 'origin_country': ''}, {'id': 60, 'logo_path': '/oJXpAs4I3W46e4dkaOEzCa4yBko.png', 'name': 'United Artists', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1959-03-19,25000000.0,122.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",False,8.2,2231.0,NULL,NULL,NULL
False,"{'id': 230, 'name': 'The Godfather Collection', 'poster_path': '/9Baumh5J9N1nJUYzNkm0xsgjpwY.jpg', 'backdrop_path': '/3WZTxpgscsmoUk81TuECXdFOD0R.jpg'}",13000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",240.0,en,The Godfather: Part II,52.052,"[{'id': 4, 'logo_path': '/fycMZt242LVjagMByZOLUGbCvv3.png', 'name': 'Paramount', 'origin_country': 'US'}, {'id': 536, 'logo_path': None, 'name': 'The Coppola Company', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1974-12-20,102600000.0,202.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}, {'english_name': 'Latin', 'iso_639_1': 'la', 'name': 'Latin'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",False,8.6,8088.0,NULL,NULL,NULL
False,NULL,22000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",251.0,en,Ghost,24.031,"[{'id': 4, 'logo_path': '/fycMZt242LVjagMByZOLUGbCvv3.png', 'name': 'Paramount', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1990-07-12,505000000.0,127.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",False,7.2,3917.0,NULL,NULL,NULL
False,NULL,207000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",254.0,en,King Kong,42.896,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 11, 'logo_path': '/6FAuASQHybRkZUk08p9PzSs9ezM.png', 'name': 'WingNut Films', 'origin_country': 'NZ'}, {'id': 68, 'logo_path': None, 'name': 'Big Primate Pictures', 'origin_country': ''}, {'id': 69, 'logo_path': None, 'name': 'MFPV Film', 'origin_country': ''}]","[{'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",2005-12-12,562363449.0,187.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",False,6.8,5672.0,NULL,NULL,NULL
False,"{'id': 185682, 'name': 'The Adventures of Antoine Doinel', 'poster_path': '/66hyq0YtgBjrfT2kB1YJu33UDcy.jpg', 'backdrop_path': None}",0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",258.0,fr,Domicile conjugal,7.941,"[{'id': 72, 'logo_path': None, 'name': 'Valoria Films', 'origin_country': ''}, {'id': 73, 'logo_path': None, 'name': 'Fida Cinematografica', 'origin_country': 'IT'}, {'id': 53, 'logo_path': '/3cWJikm9MdWCMKdatuk8gDTa5xy.png', 'name': 'Les Films du Carrosse', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",1970-09-09,0.0,97.0,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",False,7.3,129.0,NULL,NULL,NULL
False,NULL,0.0,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",265.0,de,Lili Marleen,3.261,"[{'id': 8658, 'logo_path': None, 'name': 'Rialto Films', 'origin_country': ''}, {'id': 101, 'logo_path': None, 'name': 'Roxy Film', 'origin_country': 'DE'}, {'id': 14309, 'logo_path': None, 'name': 'CIP Filmproduktion GmbH', 'origin_country': ''}, {'id': 162, 'logo_path': '/pIK5tsFVxjoXTJGcd0nYhiL1kn1.png', 'name': 'Bayerischer Rundfunk', 'origin_country': 'DE'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",1981-01-14,0.0,120.0,"[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",False,6.0,31.0,NULL,NULL,NULL
False,NULL,7000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",275.0,en,Fargo,20.148,"[{'id': 1382, 'logo_path': '/sOg7LGESPH5vCTOIdbMhLuypoLL.png', 'name': 'PolyGram Filmed Entertainment', 'origin_country': 'US'}, {'id': 10163, 'logo_path': '/16KWBMmfPX0aJzDExDrPxSLj0Pg.png', 'name': 'Working Title Films', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-03-08,60611975.0,98.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",False,7.9,5321.0,NULL,NULL,NULL
False,NULL,18000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10402, 'name': 'Music'}]",279.0,en,Amadeus,16.863,"[{'id': 1869, 'logo_path': None, 'name': 'AMLF', 'origin_country': ''}, {'id': 5237, 'logo_path': None, 'name': 'The Saul Zaentz Company', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1984-09-06,51973029.0,160.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Latin', 'iso_639_1': 'la', 'name': 'Latin'}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",False,8.0,2808.0,NULL,NULL,NULL
False,"{'id': 528, 'name': 'The Terminator Collection', 'poster_path': '/vxiKtcxAJxHhlg2H1X8y7zcM3k6.jpg', 'backdrop_path': '/cpmbkwSxZnKO69V82A9a34tvk2E.jpg'}",102000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",280.0,en,Terminator 2: Judgment Day,61.333,"[{'id': 275, 'logo_path': '/2MxNWlN5b3UXt1OfmznsWEQzFwq.png', 'name': 'Carolco Pictures', 'origin_country': 'US'}, {'id': 559, 'logo_path': '/eC0bWHVjnjUducyA6YFoEFqnPMC.png', 'name': 'TriStar Pictures', 'origin_country': 'US'}, {'id': 694, 'logo_path': '/5LEHONGkZBIoWvp1ygHOF8iyi1M.png', 'name': 'StudioCanal', 'origin_country': 'FR'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1991-07-03,520000000.0,137.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",False,8.0,8874.0,NULL,NULL,NULL
False,NULL,0.0,"[{'id': 99, 'name': 'Documentary'}]",286.0,de,Deutschland. Ein Sommermärchen,2.42,"[{'id': 736, 'logo_path': None, 'name': 'Little Shark Entertainment', 'origin_country': 'DE'}, {'id': 46, 'logo_path': '/3xFdKHLXPGHEbrAkmsepGE8974Y.png', 'name': 'WDR', 'origin_country': 'DE'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2006-10-03,0.0,110.0,"[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}]",False,6.9,35.0,NULL,NULL,NULL
False,NULL,3000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",292.0,en,Dave Chappelle's Block Party,7.592,"[{'id': 2448, 'logo_path': None, 'name': 'Yari Film Group', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2005-09-12,11718595.0,100.0,"[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",False,6.7,75.0,NULL,NULL,NULL
False,"{'id': 528, 'name': 'The Terminator Collection', 'poster_path': '/vxiKtcxAJxHhlg2H1X8y7zcM3k6.jpg', 'backdrop_path': '/cpmbkwSxZnKO69V82A9a34tvk2E.jpg'}",200000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",296.0,en,Terminator 3: Rise of the Machines,38.737,"[{'id': 5, 'logo_path': '/71BqEFAF4V3qjjMPCpLuyJFB9A.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 763, 'logo_path': None, 'name': 'Intermedia Films', 'origin_country': ''}, {'id': 7340, 'logo_path': None, 'name': 'C-2 Pictures', 'origin_country': ''}, {'id': 19116, 'logo_path': None, 'name': 'IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG', 'origin_country': 'DE'}, {'id': 23636, 'logo_path': None, 'name': 'Mostow/Lieberman Productions', 'origin_country': ''}, {'id': 174, 'logo_path': '/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2003-07-02,435000000.0,109.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",False,6.1,4671.0,NULL,NULL,NULL
False,"{'id': 304, 'name': ""Ocean's Collection"", 'poster_path': '/oHUHccvraYF8lYp6BxRoujRtH8Q.jpg', 'backdrop_path': '/7WUSrq8DqSkVgv1vmhBvav5bPoB.jpg'}",85000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",298.0,en,Ocean's Thirteen,25.13,"[{'id': 79, 'logo_path': '/tpFpsqbleCzEE2p5EgvUq6ozfCA.png', 'name': 'Village Roadshow Pictures', 'origin_country': 'US'}, {'id': 174, 'logo_path': '/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 129, 'logo_path': None, 'name': 'Section Eight', 'origin_country': 'US'}, {'id': 2596, 'logo_path': None, 'name': 'Jerry Weintraub Productions', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-06-06,311312624.0,122.0,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",False,6.7,4596.0,NULL,NULL,NULL
False,NULL,6000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",300.0,fr,La Science des rêves,9.147,"[{'id': 11911, 'logo_path': None, 'name': 'Partizan Films', 'origin_country': ''}, {'id': 9, 'logo_path': '/nda3dTUYdDrJ6rZqBpYvY865aDv.png', 'name': 'Gaumont', 'origin_country': 'FR'}, {'id': 591, 'logo_path': '/q5I5RDwMEiqoNmfaJgd2LraEOJY.png', 'name': 'France 3 Cinéma', 'origin_country': 'FR'}, {'id': 6586, 'logo_path': None, 'name': 'TPS Star', 'origin_country': 'FR'}, {'id': 11912, 'logo_path': None, 'name': 'Mikado Film', 'origin_country': 'IT'}, {'id': 104, 'logo_path': '/9aotxauvc9685tq9pTcRJszuT06.png', 'name': 'Canal+', 'origin_country': 'FR'}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",2006-02-11,9524340.0,105.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",False,7.0,489.0,NULL,NULL,NULL
False,NULL,0.0,"[{'id': 37, 'name': 'Western'}]",301.0,en,Rio Bravo,16.629,"[{'id': 174, 'logo_path': '/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 73577, 'logo_path': None, 'name': 'Armada Productions', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1959-03-17,5800000.0,141.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",False,7.9,686.0,NULL,NULL,NULL
False,NULL,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",307.0,it,Roma città aperta,9.883,"[{'id': 153, 'logo_path': None, 'name': 'Minerva Film SpA', 'origin_country': ''}, {'id': 193, 'logo_path': None, 'name': 'Excelsa Films', 'origin_country': ''}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]",1945-09-27,0.0,103.0,"[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}]",False,8.1,495.0,NULL,NULL,NULL
False,NULL,1300000.0,"[{'id': 18, 'name': 'Drama'}]",309.0,da,Festen,13.061,"[{'id': 119, 'logo_path': '/1di2gITGUZr730AMuMKiCrP90Vl.png', 'name': 'Danmarks Radio (DR)', 'origin_country': 'DK'}, {'id': 2999, 'logo_path': '/zGSqFee9aDgDuLD6vcs2mcJUem4.png', 'name': 'SVT', 'origin_country': 'SE'}, {'id': 155, 'logo_path': '/cDY49SOQwJixJSMun9Haerx8dAQ.png', 'name': 'Nimbus Film', 'origin_country': 'DK'}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]",1998-06-19,0.0,105.0,"[{'english_name': 'Danish', 'iso_639_1': 'da', 'name': 'Dansk'}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",False,7.7,556.0,NULL,NULL,NULL
False,NULL,100000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 9648, 'name': 'Mystery'}]",314.0,en,Catwoman,36.739,"[{'id': 79, 'logo_path': '/tpFpsqbleCzEE2p5EgvUq6ozfCA.png', 'name': 'Village Roadshow Pictures', 'origin_country': 'US'}, {'id': 813, 'logo_path': None, 'name': 'Di Novi Pictures', 'origin_country': 'US'}, {'id': 52945, 'logo_path': None, 'name': 'Frantic Films', 'origin_country': 'CA'}, {'id': 52946, 'logo_path': None, 'name': 'Maple Shade Films', 'origin_country': 'US'}, {'id': 52947, 'logo_path': None, 'name': 'Catwoman Films', 'origin_country': ''}, {'id': 174, 'logo_path': '/ky0xOc5OrhzkZ1N6KyUxacfQsCk.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 9993, 'logo_path': '/2Tc1P3Ac8M479naPp1kYT3izLS5.png', 'name': 'DC Entertainment', 'origin_country': 'US'}, {'id': 429, 'logo_path': '/2Tc1P3Ac8M479naPp1kYT3izLS5.png', 'name': 'DC Comics', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2004-07-22,82102379.0,104.0,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",False,4.5,2393.0,NULL,NULL,NULL
False,NULL,45000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",315.0,en,"Faster, Pussycat! Kill! Kill!",7.803,"[{'id': 170, 'logo_path': None, 'name': 'Eve Productions Inc.', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1965-08-06,0.0,84.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",False,6.6,172.0,NULL,NULL,NULL
False,NULL,8000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",318.0,en,The Million Dollar Hotel,8.287,"[{'id': 1490, 'logo_path': None, 'name': 'Kintop Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",2000-02-09,0.0,122.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",False,6.0,200.0,NULL,NULL,NULL
False,NULL,12000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",327.0,en,Brother,9.0,"[{'id': 11561, 'logo_path': '/8HB3TFUeo83keAPHfFfrNtN2MmA.png', 'name': 'Recorded Picture Company', 'origin_country': 'GB'}, {'id': 567, 'logo_path': None, 'name': 'Office Kitano', 'origin_country': 'JP'}, {'id': 528, 'logo_path': '/fO3Aof3lXQclYpBByYC8aneTXwA.png', 'name': 'バンダイビジュアル', 'origin_country': 'JP'}, {'id': 11562, 'logo_path': None, 'name': 'Fuzzy Bunny Films (I)', 'origin_country': ''}, {'id': 11563, 'logo_path': None, 'name': 'Little Brother Inc.', 'origin_country': ''}, {'id': 6516, 'logo_path': None, 'name': 'Tokyo FM Broadcasting Co.', 'origin_country': ''}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",2000-09-09,15250000.0,114.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}, {'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",False,7.1,230.0,NULL,NULL,NULL
False,"{'id': 328, 'name': 'Jurassic Park Collection', 'poster_path': '/kzlJS8Vnd0jJFDxFFAwsVofVgLP.jpg', 'backdrop_path': '/njFixYzIxX8jsn6KMSEtAzi4avi.jpg'}",93000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",331.0,en,Jurassic Park III,1.927,"[{'id': 33, 'logo_path': '/8lvHyhjr8oUKOOy2dKXoALWKdp0.png', 'name': 'Universal Pictures', 'origin_country': 'US'}, {'id': 56, 'logo_path': '/cEaxANEisCqeEoRvODv2dO1I0iI.png', 'name': 'Amblin Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-07-18,368780809.0,92.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",False,6.1,4983.0,NULL,NULL,NULL
False,NULL,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",333.0,en,Bollywood/Hollywood,4.444,"[{'id': 176, 'logo_path': None, 'name': 'Different Tree Same Wood Productions', 'origin_country': ''}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2002-01-01,0.0,101.0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",False,6.1,19.0,NULL,NULL,NULL
